City|Location|Price(PKR)|Bedrooms|Baths|Size (Sqft)
Rawalpindi|Bahria Greens - Overseas Enclave - Sector 6, Bahria Greens - Overseas Enclave|51000000|5|6|2475
Rawalpindi|Bahria Town Phase 8, Bahria Town Rawalpindi|27500000|5|5|1575
Rawalpindi|Bahria Town Phase 7, Bahria Town Rawalpindi|7000000|2|2|855
Rawalpindi|Bahria Heights, Bahria Town Rawalpindi|4500000|1|1|562
Rawalpindi|Bahria Heights, Bahria Town Rawalpindi|23000000|2|2|1642
Rawalpindi|Bahria Town Phase 8 - Awami Villas 5, Bahria Town Phase 8|7200000|2|1|788
Rawalpindi|Bahria Town Phase 8, Bahria Town Rawalpindi|7500000|2|2|900
Rawalpindi|Bahria Town Phase 7, Bahria Town Rawalpindi|38900000|3|4|2362
Rawalpindi|Bahria Town Phase 7, Bahria Town Rawalpindi|28800000|2|2|1755
Rawalpindi|Bahria Town Phase 3, Bahria Town Rawalpindi|69000000|9|8|4950
Rawalpindi|Bahria Town Phase 8 - Usman Block, Bahria Town Phase 8 - Safari Valley|27500000|5|6|1575
Rawalpindi|Bahria Business District, Bahria Town Phase 8|15200000|2|2|1260
Rawalpindi|Acantilado Commercial, Bahria Town Phase 7|17700000|2|2|1170
Rawalpindi|Bahria Town Phase 8 - Usman Block, Bahria Town Phase 8 - Safari Valley|27000000|5|5|1575
Rawalpindi|Airport Housing Society - Sector 4, Airport Housing Society|13000000|3|3|1125
Rawalpindi|Airport Housing Society - Sector 1, Airport Housing Society|21500000|4|4|1688
Rawalpindi|Airport Housing Society - Sector 4, Airport Housing Society|16000000|4|5|1125
Rawalpindi|Airport Housing Society - Sector 4, Airport Housing Society|15000000|3|4|1350
Rawalpindi|Airport Housing Society - Sector 4, Airport Housing Society|18000000|4|6|1350
Rawalpindi|Midway Commercial, Bahria Town Phase 7|20800000|3|3|1598
Rawalpindi|Bahria Mini Commercial Center, Bahria Town Phase 7|20800000|3|3|1598
Rawalpindi|Bahria Greens - Overseas Enclave - Sector 3, Bahria Greens - Overseas Enclave|43500000|4|5|2475
Rawalpindi|Bahria Greens - Overseas Enclave - Sector 2, Bahria Greens - Overseas Enclave|47500000|5|6|2250
Rawalpindi|Bahria Greens - Overseas Enclave - Sector 2, Bahria Greens - Overseas Enclave|45000000|5|6|2250
Rawalpindi|Bahria Greens - Overseas Enclave - Sector 2, Bahria Greens - Overseas Enclave|55000000|5|6|3375
Rawalpindi|Bahria Town Phase 8 - Abu Bakar Block, Bahria Town Phase 8 - Safari Valley|28500000|5|6|1575
Rawalpindi|Bahria Town Phase 8, Bahria Town Rawalpindi|4000000|1|1|518
Rawalpindi|Bahria Town Phase 7, Bahria Town Rawalpindi|3700000|1|1|360
Rawalpindi|Bahria Town Phase 7, Bahria Town Rawalpindi|15000000|2|2|1598
Rawalpindi|Bahria Spring North, Bahria Town Phase 7|4500000|1|1|540
Rawalpindi|Bahria Town Phase 8 - Awami Villas 2, Bahria Town Phase 8|7500000|2|2|810
Rawalpindi|Bahria Town Phase 8, Bahria Town Rawalpindi|19000000|0|0|1125
Rawalpindi|Bahria Town Phase 8 - Abu Bakar Block, Bahria Town Phase 8 - Safari Valley|24500000|0|0|1575
Rawalpindi|Bahria Town Phase 8 - Abu Bakar Block, Bahria Town Phase 8 - Safari Valley|26000000|0|0|1575
Rawalpindi|Gulshan Abad Sector 1, Gulshan Abad|17000000|3|3|2250
Rawalpindi|Bahria Town Phase 8, Bahria Town Rawalpindi|38900000|5|6|2475
Rawalpindi|Bahria Town - Civic Centre, Bahria Town Phase 4|5500000|1|1|608
Rawalpindi|Bahria Town Phase 8 - Block C, Bahria Town Phase 8|56500000|5|6|3375
Rawalpindi|Capital Smart City Overseas - Block E, Capital Smart City Overseas|10400000|4|4|1125
Rawalpindi|Airport Housing Society - Sector 4, Airport Housing Society|16500000|4|5|1125
Rawalpindi|Wakeel Colony, Islamabad Highway|9500000|4|6|900
Rawalpindi|Bahria Town Phase 8 - Block E, Bahria Town Phase 8|32000000|5|6|2250
Rawalpindi|Bahria Town Phase 8 - Block P, Bahria Town Phase 8|120000000|7|8|6750
Rawalpindi|Misryal Road, Rawalpindi|6000000|2|2|900
Rawalpindi|Bahria Mini Commercial Center, Bahria Town Phase 7|16000000|2|2|1238
Rawalpindi|Acantilado Commercial, Bahria Town Phase 7|16000000|2|2|1238
Rawalpindi|Bahria Greens - Overseas Enclave - Sector 2, Bahria Greens - Overseas Enclave|46000000|5|6|2250
Rawalpindi|Bahria Greens - Overseas Enclave - Sector 2, Bahria Greens - Overseas Enclave|47500000|5|6|2475
Rawalpindi|Bahria Greens - Overseas Enclave - Sector 2, Bahria Greens - Overseas Enclave|47500000|5|6|2475
Rawalpindi|Bahria Town Phase 7, Bahria Town Rawalpindi|48500000|5|6|2700
Rawalpindi|Bahria Town Phase 7, Bahria Town Rawalpindi|39000000|5|6|2250
Rawalpindi|Bahria Town Phase 8 - Block G, Bahria Town Phase 8|31000000|0|0|2250
Rawalpindi|Bahria Town Phase 8 - Block M, Bahria Town Phase 8|16500000|0|0|1125
Rawalpindi|Bahria Town Phase 8 - Rafi Block, Bahria Town Phase 8|19000000|0|0|1125
Rawalpindi|Bahria Town Phase 8 - Ali Block, Bahria Town Phase 8 - Safari Valley|16500000|0|0|1125
Rawalpindi|Bahria Town Phase 8 - Ali Block, Bahria Town Phase 8 - Safari Valley|17500000|0|0|1125
Rawalpindi|Bahria Town Phase 8 - Safari Valley, Bahria Town Phase 8|26000000|0|0|1575
Rawalpindi|Bahria Town Phase 8 - Safari Valley, Bahria Town Phase 8|26000000|0|0|1575
Rawalpindi|Bahria Town Phase 8 - Abu Bakar Block, Bahria Town Phase 8 - Safari Valley|26000000|0|0|1575
Rawalpindi|Bahria Spring North, Bahria Town Phase 7|7000000|2|2|855
Rawalpindi|Bahria Heights 1, Bahria Town Rawalpindi|33000000|2|3|1800
Rawalpindi|Dhok Sayedan Road, Rawalpindi|4600000|2|2|900
Rawalpindi|Bahria Town Phase 8 - Safari Homes, Bahria Town Phase 8|15500000|3|5|1575
Rawalpindi|Bahria Town Phase 5, Bahria Town Rawalpindi|56500000|5|6|2250
Rawalpindi|Bahria Town Phase 8 - Umer Block, Bahria Town Phase 8 - Safari Valley|27000000|5|5|1575
Rawalpindi|Bahria Town Phase 8, Bahria Town Rawalpindi|38000000|5|5|2250
Rawalpindi|Snober City, Adiala Road|8900000|3|4|1125
Rawalpindi|Bahria Town - Safari Villas, Bahria Town Rawalpindi|62500000|4|5|6300
Rawalpindi|Bahria Town Phase 8, Bahria Town Rawalpindi|122500000|5|6|5850
Rawalpindi|Bahria Town Phase 8 - Safari Homes, Bahria Town Phase 8|17500000|3|3|1125
Rawalpindi|Bahria Town - Civic Centre, Bahria Town Phase 4|6000000|1|1|652
Rawalpindi|Bahria Town Phase 7, Bahria Town Rawalpindi|46000000|5|6|2250
Rawalpindi|Bahria Town Phase 8, Bahria Town Rawalpindi|45000000|6|6|2250
Rawalpindi|Bahria Square Commercial, Bahria Town Phase 7|4000000|2|2|652
Rawalpindi|Bahria Town Phase 8, Bahria Town Rawalpindi|53000000|5|6|2250
Rawalpindi|Bahria Town Phase 8 - Block C, Bahria Town Phase 8|45000000|5|6|2250
Rawalpindi|Bahria Town Phase 8 - Block M, Bahria Town Phase 8|18500000|0|0|1125
Rawalpindi|Bahria Town Phase 8 - Rafi Block, Bahria Town Phase 8|15000000|0|0|1125
Rawalpindi|Bahria Town Phase 8 - Ali Block, Bahria Town Phase 8 - Safari Valley|16000000|0|0|1125
Rawalpindi|Bahria Town Phase 8 - Block M, Bahria Town Phase 8|17000000|0|0|1125
Rawalpindi|Bahria Town Phase 8 - Rafi Block, Bahria Town Phase 8|18000000|0|0|1125
Rawalpindi|Bahria Town Phase 8 - Abu Bakar Block, Bahria Town Phase 8 - Safari Valley|19000000|0|0|1575
Rawalpindi|Bahria Town Phase 8 - Awais Block, Bahria Town Phase 8|23000000|0|0|1800
Rawalpindi|Bahria Town Phase 8 - Umer Block, Bahria Town Phase 8 - Safari Valley|23000000|0|0|1575
Rawalpindi|Bahria Town Phase 8 - Ali Block, Bahria Town Phase 8 - Safari Valley|26000000|5|4|1575
Rawalpindi|Bahria Town Phase 8, Bahria Town Rawalpindi|19500000|4|5|1125
Rawalpindi|Gulistan-e-Jinnah Colony, Rawalpindi|31500000|5|6|1800
Rawalpindi|Bahria Town Phase 3, Bahria Town Rawalpindi|98000000|5|6|4500
Rawalpindi|Askari 13, Rawalpindi|52500000|4|6|2250
Rawalpindi|Peshawar Road, Rawalpindi|49500000|7|8|4500
Rawalpindi|Bahria Town Phase 8, Bahria Town Rawalpindi|19000000|3|4|1125
Rawalpindi|Bahria Greens - Overseas Enclave - Sector 3, Bahria Greens - Overseas Enclave|43000000|5|5|1800
Rawalpindi|Bahria Town Phase 8, Bahria Town Rawalpindi|42500000|6|6|2475
Rawalpindi|Bahria Town Phase 8 - Umer Block, Bahria Town Phase 8 - Safari Valley|26500000|5|5|1575
Rawalpindi|Bahria Town Phase 8, Bahria Town Rawalpindi|31000000|5|6|2452
Rawalpindi|Bahria Town Phase 7, Bahria Town Rawalpindi|37000000|4|5|2250
Rawalpindi|Askari 13, Rawalpindi|25000000|3|3|1125
Rawalpindi|Askari 13, Rawalpindi|41000000|3|3|2475
Rawalpindi|Bahria Greens - Overseas Enclave - Sector 5, Bahria Greens - Overseas Enclave|24500000|3|4|1238
Rawalpindi|Bahria Town Phase 8 - Block L, Bahria Town Phase 8|28000000|6|6|2250
Rawalpindi|Airport Housing Society - Sector 4, Airport Housing Society|13300000|3|4|1125
Rawalpindi|Bahria Town Phase 8 - Usman Block, Bahria Town Phase 8 - Safari Valley|29500000|5|6|1575
Rawalpindi|Al-Ahad Heights, Defence Road|13000000|1|1|878
Rawalpindi|Al-Ahad Heights, Defence Road|17900000|1|1|1192
Rawalpindi|Al-Ahad Heights, Defence Road|12600000|1|1|832
Rawalpindi|Al-Ahad Heights, Defence Road|12500000|1|1|832
Rawalpindi|Al-Ahad Heights, Defence Road|12500000|1|1|832
Rawalpindi|Al-Ahad Heights, Defence Road|22200000|2|2|1485
Rawalpindi|Al-Ahad Heights, Defence Road|24500000|2|2|1642
Rawalpindi|Bahria Town Phase 8 - Safari Valley, Bahria Town Phase 8|24500000|5|6|1575
Rawalpindi|Bahria Town Phase 7, Bahria Town Rawalpindi|37500000|5|6|2250
Rawalpindi|Airport Housing Society, Rawalpindi|11500000|3|3|1125
Rawalpindi|Bahria Square Commercial, Bahria Town Phase 7|14500000|2|2|1598
Rawalpindi|Bahria Town Phase 4, Bahria Town Rawalpindi|75000000|5|6|4500
Rawalpindi|Bahria Town Phase 7, Bahria Town Rawalpindi|11500000|2|3|990
Rawalpindi|Bahria Town Phase 8, Bahria Town Rawalpindi|42000000|5|6|2250
Rawalpindi|Bahria Town Phase 8 - Ali Block, Bahria Town Phase 8 - Safari Valley|19500000|4|5|1125
Rawalpindi|Misryal Road, Rawalpindi|13500000|4|6|1125
Rawalpindi|Snober City, Adiala Road|9000000|3|3|1125
Rawalpindi|Bahria Town Phase 8, Bahria Town Rawalpindi|38000000|5|6|2452
Rawalpindi|Bahria Town Phase 8 - Block C, Bahria Town Phase 8|38500000|5|4|2250
Rawalpindi|Airport Housing Society - Sector 4, Airport Housing Society|12200000|3|4|1125
Rawalpindi|Airport Housing Society - Sector 4, Airport Housing Society|11800000|4|4|1125
Rawalpindi|Airport Housing Society - Sector 4, Airport Housing Society|12700000|3|4|1125
Rawalpindi|Airport Housing Society - Sector 4, Airport Housing Society|17500000|4|5|1350
Rawalpindi|Airport Housing Society - Sector 4, Airport Housing Society|11800000|3|4|1125
Rawalpindi|Al-Ahad Heights, Defence Road|22900000|2|2|1530
Rawalpindi|Al-Ahad Heights, Defence Road|17900000|1|1|1192
Rawalpindi|Al-Ahad Heights, Defence Road|12500000|1|1|832
Rawalpindi|Al-Ahad Heights, Defence Road|12600000|1|1|832
Rawalpindi|Al-Ahad Heights, Defence Road|12500000|1|1|832
Rawalpindi|Al-Ahad Heights, Defence Road|13000000|1|1|878
Rawalpindi|Al-Ahad Heights, Defence Road|17900000|1|1|1192
Rawalpindi|Al-Ahad Heights, Defence Road|12500000|1|1|832
Rawalpindi|Snober City, Adiala Road|9800000|3|4|900
Rawalpindi|Bahria Town Phase 8 - Block E, Bahria Town Phase 8|52500000|4|5|3150
Rawalpindi|Bahria Town Phase 8 - Usman Block, Bahria Town Phase 8 - Safari Valley|25000000|5|6|1575
Rawalpindi|Bahria Town Phase 8, Bahria Town Rawalpindi|37000000|5|6|2250
Rawalpindi|Bahria Town Phase 8, Bahria Town Rawalpindi|35000000|5|6|2250
Rawalpindi|Samarzar Housing Society, Rawalpindi|7000000|3|3|1125
Rawalpindi|Bahria Town Phase 8 - Usman Block, Bahria Town Phase 8 - Safari Valley|31000000|5|7|1575
Rawalpindi|Bahria Town Phase 2, Bahria Town Rawalpindi|115000000|6|6|4500
Rawalpindi|Bahria Town Phase 8 - Umer Block, Bahria Town Phase 8 - Safari Valley|26000000|5|5|1575
Rawalpindi|Gulshan Abad, Rawalpindi|13500000|3|3|2250
Rawalpindi|Bahria Town Phase 8 - Block M, Bahria Town Phase 8|16900000|3|3|1125
Rawalpindi|Bahria Square Commercial, Bahria Town Phase 7|6019000|1|0|472
Rawalpindi|Airport Housing Society - Sector 4, Airport Housing Society|11500000|3|4|1125
Rawalpindi|Bahria Town Phase 8 - Sector F-1, Bahria Town Phase 8|41200000|5|6|2250
Rawalpindi|Bahria Town Phase 8, Bahria Town Rawalpindi|16500000|3|4|1125
Rawalpindi|Bahria Town Phase 8, Bahria Town Rawalpindi|36000000|5|6|2250
Rawalpindi|Bahria Town Phase 8, Bahria Town Rawalpindi|26500000|5|6|1575
Rawalpindi|Al-Ahad Heights, Defence Road|12600000|1|1|832
Rawalpindi|Al-Ahad Heights, Defence Road|12500000|1|1|832
Rawalpindi|Al-Ahad Heights, Defence Road|13000000|1|1|878
Rawalpindi|Al-Ahad Heights, Defence Road|35000000|3|3|2340
Rawalpindi|Al-Ahad Heights, Defence Road|34600000|3|3|2318
Rawalpindi|Al-Ahad Heights, Defence Road|22200000|2|2|1485
Rawalpindi|Al-Ahad Heights, Defence Road|24500000|2|2|1642
Rawalpindi|Al-Ahad Heights, Defence Road|22900000|2|2|1530
Rawalpindi|Bahria Town Phase 8, Bahria Town Rawalpindi|47000000|5|5|2250
Rawalpindi|Lalazar 2, Rawalpindi|16000000|4|6|1575
Rawalpindi|Bahria Town Phase 2, Bahria Town Rawalpindi|115000000|5|6|4500
Rawalpindi|Bahria Safari Valley - Sector C, Bahria Town Phase 8 - Safari Valley|24500000|3|3|1575
Rawalpindi|Bahria Town Phase 8, Bahria Town Rawalpindi|37500000|4|5|2250
Rawalpindi|Bahria Town Phase 7, Bahria Town Rawalpindi|8000000|2|2|810
Rawalpindi|Bahria Town Phase 8 - Usman Block, Bahria Town Phase 8 - Safari Valley|23500000|5|5|1575
Rawalpindi|Askari 14, Rawalpindi|68000000|5|6|4500
Rawalpindi|Misryal Road, Rawalpindi|9000000|3|2|855
Rawalpindi|Misryal Road, Rawalpindi|14000000|5|4|900
Rawalpindi|Bahria Town - Civic Centre, Bahria Town Phase 4|8500000|2|2|945
Rawalpindi|Bahria Town Phase 3, Bahria Town Rawalpindi|75000000|6|6|4500
Rawalpindi|Bahria Town Phase 4, Bahria Town Rawalpindi|36000000|5|6|2250
Rawalpindi|Bahria Town Phase 8, Bahria Town Rawalpindi|125000000|8|8|6750
Rawalpindi|Bahria Town Phase 3, Bahria Town Rawalpindi|89900000|5|6|4500
Rawalpindi|Adiala Road, Rawalpindi|6000000|0|0|1125
Rawalpindi|Bahria Town Phase 8 - Block L, Bahria Town Phase 8|31500000|5|5|2700
Rawalpindi|Al-Ahad Heights, Defence Road|35000000|3|3|2340
Rawalpindi|Al-Ahad Heights, Defence Road|34600000|3|3|2318
Rawalpindi|Al-Ahad Heights, Defence Road|22200000|2|2|1485
Rawalpindi|Al-Ahad Heights, Defence Road|24500000|2|2|1642
Rawalpindi|Al-Ahad Heights, Defence Road|35000000|3|3|2340
Rawalpindi|Al-Ahad Heights, Defence Road|22900000|2|2|1530
Rawalpindi|Al-Ahad Heights, Defence Road|34600000|3|3|2318
Rawalpindi|Al-Ahad Heights, Defence Road|12500000|1|1|832
Murree|Patriata, New Murree|1250000|2|1|45
Murree|New Murree, Murree|8250000|2|1|540
Murree|Murree Expressway, Murree|4400000|1|1|315
Murree|Lower Topa - Murree Road, Murree|30500000|2|2|1260
Murree|Murree Expressway, Murree|13900000|2|2|1170
Murree|Patriata, New Murree|1250000|1|1|45
Murree|Patriata, New Murree|9000000|2|2|1800
Murree|Patriata, New Murree|5000000|1|1|202
Murree|Patriata, New Murree|1500000|1|1|45
Murree|New Murree, Murree|5000000|1|1|202
Murree|Patriata, New Murree|5000000|2|1|202
Murree|Patriata, New Murree|6345000|1|1|428
Murree|Patriata, New Murree|17100000|4|4|900
Murree|Upper Jhika Gali Road, Murree|13000000|2|2|1328
Murree|Upper Jhika Gali Road, Murree|12800000|0|0|1395
Murree|Murree Improvement Trust Colony, Murree|55000000|5|6|1350
Murree|Mall Road, Murree|21100000|3|3|1508
Murree|Murree Improvement Trust Colony, Murree|80000000|4|4|3375
Murree|Murree Expressway, Murree|7425000|0|0|225
Murree|Murree Expressway, Murree|10000000|3|3|1125
Murree|Abbottabad Road, Murree|6400000|0|1|472
Murree|Bhurban, Murree|2552000|0|1|292
Murree|Abbottabad Road, Murree|6500000|0|1|495
Murree|Mall Road, Murree|13500000|2|2|1328
Murree|Upper Jhika Gali Road, Murree|5000000|0|0|652
Murree|Lawrence College Road, Murree|9000000|2|2|810
Murree|Lawrence College Road, Murree|11000000|2|2|990
Murree|Mall Road, Murree|17500000|2|2|1350
Murree|Upper Jhika Gali Road, Murree|21100000|3|3|1508
Murree|Bhurban, Murree|4599000|1|1|315
Murree|Bhurban, Murree|3564000|0|1|338
Murree|Murree, Punjab|9502000|1|1|608
Murree|Murree, Punjab|15700000|2|2|1012
Murree|Bhurban, Murree|15000000|1|1|810
Murree|Murree Expressway, Murree|2200000|0|1|248
Murree|Gharial Camp, Murree|5500000|1|1|608
Murree|Upper Jhika Gali Road, Murree|25000000|4|4|3420
Murree|Bansra Gali, Murree|6500000|3|2|1125
Murree|Murree Expressway, Murree|25000000|2|2|1282
Murree|Mall Road, Murree|13000000|0|0|1328
Murree|Murree Improvement Trust Colony, Murree|95000000|6|7|2700
Murree|Kundan Bazar, Murree|33000000|3|3|2250
Murree|Kundan Bazar, Murree|33000000|3|3|2250
Murree|Gharial Camp, Murree|3810000|0|1|248
Murree|Gharial Camp, Murree|3627000|0|1|270
Murree|Gharial Camp, Murree|4000000|0|1|360
Murree|Others, Murree|120000000|0|0|9900
Murree|Bhurbun Continental Apartments, Bhurban|45000000|6|6|2025
Murree|Mall Road, Murree|14500000|3|3|1305
Murree|Bhurban, Murree|9895000|1|1|585
Murree|Bhurban, Murree|13600000|2|2|810
Murree|Murree, Punjab|7688000|1|1|495
Murree|GPO Chowk, Murree|7000000|2|1|652
Murree|Patriata, New Murree|3750000|1|1|158
Murree|Patriata, New Murree|7500000|1|1|292
Murree|Patriata, New Murree|5000000|1|1|202
Murree|Patriata, New Murree|43600000|1|1|1890
Murree|Patriata, New Murree|6345000|1|1|428
Murree|Darya Gali, Murree|4500000|1|1|855
Murree|Bhurban, Murree|2570000|0|1|248
Murree|201 Apartment, Murree Expressway|6022000|1|1|0.0
Murree|201 Apartment, Murree Expressway|6022000|1|1|0.0
Murree|201 Apartment, Murree Expressway|6022000|1|1|0.0
Murree|201 Apartment, Murree Expressway|9112000|1|1|0.0
Murree|201 Apartment, Murree Expressway|9112000|1|1|0.0
Murree|201 Apartment, Murree Expressway|9112000|1|1|0.0
Murree|201 Apartment, Murree Expressway|10100000|2|2|0.0
Murree|201 Apartment, Murree Expressway|10100000|2|2|0.0
Murree|201 Apartment, Murree Expressway|10100000|2|2|0.0
Murree|201 Apartment, Murree Expressway|12100000|2|2|0.0
Murree|201 Apartment, Murree Expressway|12100000|2|2|0.0
Murree|Bhurban, Murree|9800000|2|2|990
Murree|Murree, Punjab|9858000|1|1|630
Murree|Murree, Punjab|7730000|1|1|472
Murree|New Murree, Murree|8415000|1|1|562
Murree|Ayubia Road, Murree|6817000|1|1|495
Murree|Patriata, New Murree|7500000|0|0|292
Murree|Patriata, New Murree|2500000|0|0|90
Murree|Patriata, New Murree|3600000|0|0|292
Murree|Patriata, New Murree|4600000|0|0|202
Murree|Patriata, New Murree|2300000|0|0|90
Murree|Patriata, New Murree|3450000|0|0|158
Murree|Patriata, New Murree|6900000|0|0|292
Murree|Upper Jhika Gali Road, Murree|25000000|4|5|3420
Murree|Mall Road, Murree|15000000|5|5|1710
Murree|Patriata, New Murree|1250000|1|1|45
Murree|Murree Expressway, Murree|14000000|4|4|1125
Murree|Patriata, New Murree|6345000|1|1|428
Murree|Mall Road, Murree|7500000|2|2|1192
Murree|Patriata, New Murree|5000000|2|2|202
Murree|Ayubia Road, Murree|4025000|1|1|360
Murree|Bansra Gali, Murree|6500000|3|2|1125
Murree|Bansra Gali, Murree|6500000|3|2|1125
Murree|Jhika Gali, Murree|33000000|2|2|1508
Murree|Mall Road, Murree|15000000|5|5|1508
Murree|Lower Bazar Road, Murree|15000000|5|5|360
Murree|Bhurban, Murree|15000000|3|3|1530
Murree|Murree Improvement Trust Colony, Murree|12500000|1|1|608
Murree|Patriata, New Murree|6345000|2|0|428
Murree|Bhurban, Murree|8975000|1|1|518
Murree|Bhurban, Murree|6445000|1|1|382
Murree|Abbottabad Road, Murree|18200000|1|1|698
Murree|Murree Expressway, Murree|8500000|2|2|1102
Murree|Murree Expressway, Murree|45000000|0|0|5850
Murree|Murree Expressway, Murree|45000000|0|0|5850
Murree|Murree Expressway, Murree|45000000|0|0|5850
Murree|Murree Expressway, Murree|45000000|0|0|5850
Murree|Kashmir Point, Murree|8500000|0|0|810
Murree|Mall Road, Murree|13000000|0|0|1328
Murree|Mall Road, Murree|13000000|0|0|1328
Murree|Mall Road, Murree|13000000|0|0|1328
Murree|Mall Road, Murree|13000000|0|0|1328
Murree|Mall Road, Murree|13000000|0|0|1328
Murree|Mall Road, Murree|13000000|0|0|1328
Murree|Mall Road, Murree|13000000|0|0|1328
Murree|Mall Road, Murree|13100000|0|0|1328
Murree|Mall Road, Murree|13100000|0|0|1328
Murree|Mall Road, Murree|13100000|0|0|1328
Murree|Kashmir Road, Murree|2500000|0|1|292
Murree|Murree Expressway, Murree|17500000|3|2|1125
Murree|Murree Expressway, Murree|9000000|2|2|562
Murree|Murree Expressway, Murree|12000000|2|2|2250
Murree|Murree Expressway, Murree|8000000|2|2|562
Murree|Murree Expressway, Murree|17500000|3|2|1125
Murree|Murree Expressway, Murree|17500000|3|2|1125
Murree|Murree Expressway, Murree|8000000|2|2|562
Murree|Murree Expressway, Murree|17500000|3|2|1125
Murree|Murree Expressway, Murree|17500000|3|2|1125
Murree|Murree Expressway, Murree|8000000|2|2|562
Murree|Murree Expressway, Murree|17500000|3|2|1125
Murree|Murree Expressway, Murree|17500000|3|2|1125
Murree|Ayubia Road, Murree|38600000|2|2|1350
Murree|Bhurban Apartments, Bhurban|7500000|2|2|630
Murree|Murree Bypass, Murree|14500000|2|2|1260
Murree|Bhurban, Murree|60000000|4|4|3150
Murree|New Murree, Murree|8300000|0|0|1192
Murree|New Murree, Murree|8300000|0|0|1192
Murree|New Murree, Murree|8310000|0|0|1192
Murree|New Murree, Murree|8380000|0|0|1192
Murree|New Murree, Murree|8330000|0|0|1192
Murree|Ayubia Road, Murree|41800000|2|2|1350
Murree|Bhurban Villas & Apartments, Bhurban|10000000|1|1|990
Murree|Lawrence College Road, Murree|27000000|2|2|1350
Murree|Bhurban, Murree|18500000|4|3|1125
Murree|Bhurban, Murree|15000000|3|3|1305
Murree|Lower Jhika Gali Road, Murree|45000000|3|0|3195
Murree|New Murree, Murree|14000000|6|6|1215
Murree|Bhurban, Murree|12500000|3|3|1260
Murree|Lawrence College Road, Murree|9454000|1|1|608
Murree|Kuldana Road, Murree|105000000|8|6|12150
Murree|Lawrence College Road, Murree|27500000|2|2|1620
Murree|Bhurban, Murree|27000000|5|5|1800
Murree|Bhurban, Murree|32000000|3|3|1350
Murree|Lawrence College Road, Murree|38100000|2|2|1912
Murree|Lawrence College Road, Murree|16200000|1|1|990
Murree|Others, Murree|8571000|1|1|540
Murree|Bhurban, Murree|14000000|2|3|2250
Murree|Darya Gali, Murree|4500000|1|1|608
Murree|Darya Gali, Murree|18000000|3|3|1800
Murree|Lawrence College Road, Murree|11300000|0|1|652
Murree|Bhurban, Murree|8000000|6|6|1125
Murree|Kashmir Road, Murree|19500000|5|3|4500
Murree|Kuldana Road, Murree|17500000|2|2|1260
Murree|GPO Chowk, Murree|3500000|2|1|382
Gujranwala|Jalil Town, Gujranwala|45000000|7|8|5400
Gujranwala|Citi Housing Society, Gujranwala|80000000|5|6|4500
Gujranwala|Citi Housing Society, Gujranwala|37000000|5|5|2250
Gujranwala|Rahwali Cantt, Gujranwala|52500000|4|4|2970
Gujranwala|Gulshan Colony, Gujranwala|9200000|3|4|810
Gujranwala|Citi Housing Society, Gujranwala|35000000|6|6|2745
Gujranwala|Citi Housing Society, Gujranwala|36000000|6|6|2250
Gujranwala|Citi Housing Phase 1 - Block DD, Citi Housing - Phase 1|17000000|4|5|1170
Gujranwala|Citi Housing Society, Gujranwala|36000000|6|6|2250
Gujranwala|DHA Defence, Gujranwala|14000000|4|5|1350
Gujranwala|Citi Housing Society, Gujranwala|16000000|4|5|1125
Gujranwala|Jalil Town, Gujranwala|5000000|3|3|788
Gujranwala|Canal View Housing Scheme, Gujranwala|36000000|5|5|2250
Gujranwala|Citi Housing Society, Gujranwala|20000000|4|5|1125
Gujranwala|Citi Housing Society, Gujranwala|17500000|4|5|1125
Gujranwala|DHA Defence, Gujranwala|14000000|4|5|1350
Gujranwala|DHA Defence, Gujranwala|22500000|5|6|2250
Gujranwala|Citi Housing Society, Gujranwala|33000000|5|6|2250
Gujranwala|Citi Housing Society, Gujranwala|28000000|6|7|2250
Gujranwala|Citi Housing Society, Gujranwala|15000000|4|5|1125
Gujranwala|Citi Housing Society, Gujranwala|15000000|4|5|1125
Gujranwala|Citi Housing Phase 2 - Block E, Citi Housing - Phase 2|15000000|4|5|1125
Gujranwala|Citi Housing Phase 2 - Block E, Citi Housing - Phase 2|15000000|4|5|1125
Gujranwala|Citi Housing Phase 2 - Block E, Citi Housing - Phase 2|15000000|4|5|1125
Gujranwala|Citi Housing Phase 2 - Block E, Citi Housing - Phase 2|15000000|4|5|1125
Gujranwala|DC Colony, Gujranwala|55000000|6|7|3488
Gujranwala|DC Colony, Gujranwala|58000000|5|6|3600
Gujranwala|DC Colony, Gujranwala|90000000|5|6|4500
Gujranwala|DC Colony, Gujranwala|40000000|5|6|2250
Gujranwala|DC Colony, Gujranwala|67000000|6|7|4500
Gujranwala|Citi Housing Society, Gujranwala|80000000|5|6|4500
Gujranwala|Citi Housing Society, Gujranwala|17500000|4|5|1125
Gujranwala|DC Colony, Gujranwala|35000000|5|6|2250
Gujranwala|Citi Housing Society, Gujranwala|18000000|4|5|1125
Gujranwala|Citi Housing Society, Gujranwala|14500000|4|5|1125
Gujranwala|Citi Housing Society, Gujranwala|26000000|5|6|2250
Gujranwala|Jalil Town, Gujranwala|5000000|3|3|788
Gujranwala|Citi Housing Society, Gujranwala|16000000|4|4|1125
Gujranwala|Citi Housing Society, Gujranwala|20000000|4|5|1125
Gujranwala|Citi Housing Society, Gujranwala|36000000|5|6|2250
