City|Location|Price(PKR)|Bedrooms|Baths|Size (Sqft)
Lahore|DHA Phase 6, DHA Defence|74500000|5|6|4500
Lahore|DHA Phase 7, DHA Defence|51500000|5|6|4500
Lahore|Dream Gardens, Defence Road|7500000|1|1|518
Lahore|DHA Phase 6, DHA Defence|73000000|5|6|4500
Lahore|Bahria Town - Sector B, Bahria Town|5700000|1|1|472
Lahore|Valencia - Block L, Valencia Housing Society|75000000|6|7|4500
Lahore|IEP Engineers Town, Lahore|130000000|8|8|9000
Lahore|Bahria Town - Overseas B, Bahria Town - Overseas Enclave|29500000|5|6|2250
Lahore|Bahria Town - Janiper Block, Bahria Town - Sector C|37000000|5|5|2250
Lahore|Johar Town, Lahore|28500000|5|6|1238
Lahore|Bahria Orchard Phase 1 - Eastern, Bahria Orchard Phase 1|15500000|3|2|1125
Lahore|Bedian Road, Lahore|10500000|3|4|1125
Lahore|DHA Phase 6, DHA Defence|94000000|5|6|4500
Lahore|State Life Housing Phase 1, State Life Housing Society|41000000|5|6|4500
Lahore|Valencia Housing Society, Lahore|39000000|0|0|2250
Lahore|Bahria Town - Block BB, Bahria Town - Sector D|17500000|3|4|1125
Lahore|Bahria Town - Janiper Block, Bahria Town - Sector C|37000000|5|5|2250
Lahore|Bahria Town - Block AA, Bahria Town - Sector D|22500000|3|4|1125
Lahore|DHA Phase 6, DHA Defence|71000000|5|6|4500
Lahore|Bahria Town - Rafi Block, Bahria Town - Sector E|28500000|5|6|2250
Lahore|Bahria Town - Rafi Block, Bahria Town - Sector E|85000000|5|6|4500
Lahore|Bahria Town - Block BB, Bahria Town - Sector D|23000000|3|4|1125
Lahore|Bahria Town - Block BB, Bahria Town - Sector D|21000000|3|4|1125
Lahore|Bahria Town - Block BB, Bahria Town - Sector D|18500000|3|4|1125
Lahore|DHA Phase 6 - Block E, DHA Phase 6|300000000|6|7|9000
Lahore|Architects Engineers Housing Society, Lahore|57000000|5|5|4500
Lahore|Johar Town, Lahore|29000000|5|5|1125
Lahore|Paragon City, Lahore|50000000|5|6|2250
Lahore|Johar Town Phase 2, Johar Town|29000000|5|6|1125
Lahore|DHA Phase 7 - Block Y, DHA Phase 7|61000000|5|6|4500
Lahore|Johar Town, Lahore|62500000|6|7|2700
Lahore|Johar Town, Lahore|44500000|5|6|2700
Lahore|Lake City - Sector M-5, Lake City|37500000|5|6|2250
Lahore|IEP Engineers Town - Block E5, IEP Engineers Town - Sector A|16500000|5|5|1125
Lahore|Bahria Town - Block AA, Bahria Town - Sector D|18600000|3|4|1125
Lahore|Architects Engineers Housing Society, Lahore|31000000|5|5|2250
Lahore|DHA Phase 5, DHA Defence|107500000|5|6|4500
Lahore|Bahria Town - Overseas B, Bahria Town - Overseas Enclave|43000000|5|5|2250
Lahore|DHA Phase 8 - Block C, DHA Phase 8|85000000|6|7|4500
Lahore|Bahria Town - Janiper Block, Bahria Town - Sector C|91500000|5|5|4500
Lahore|Bahria Town - Tulip Block, Bahria Town - Sector C|49000000|5|5|2250
Lahore|Bahria Town - Jasmine Block, Bahria Town - Sector C|58000000|5|6|4500
Lahore|DHA Phase 6 - Block E, DHA Phase 6|300000000|6|7|9000
Lahore|Bahria Homes, Bahria Town - Sector E|15500000|3|4|1125
Lahore|Bahria Town - Sector E, Bahria Town|90000000|5|6|6300
Lahore|Bahria Town - Sector F, Bahria Town|26000000|5|6|2250
Lahore|Bahria Town, Lahore|33500000|5|6|2250
Lahore|DHA Phase 7, DHA Defence|75000000|6|7|4500
Lahore|DHA Phase 1 - Block M, DHA Phase 1|150000000|6|7|9000
Lahore|Bedian Road, Lahore|8350000|3|4|675
Lahore|DHA 9 Town - Block A, DHA 9 Town|18500000|3|4|1125
Lahore|DHA 9 Town - Block A, DHA 9 Town|19000000|3|4|1125
Lahore|DHA Phase 6 - Block D, DHA Phase 6|86000000|5|6|4500
Lahore|Central Park - Block F, Central Park Housing Scheme|27000000|5|6|2250
Lahore|DHA Phase 2, DHA Defence|229500000|6|7|9000
Lahore|Lake City - Sector M-7A, Lake City|41000000|6|6|1980
Lahore|Bahria Town - Sector C, Bahria Town|15000000|3|4|1125
Lahore|Johar Town Phase 2, Johar Town|62500000|5|6|2700
Lahore|DHA Phase 7, DHA Defence|65000000|5|6|4500
Lahore|DHA Phase 8, DHA Defence|47500000|4|5|2250
Lahore|DHA 9 Town, DHA Defence|27000000|3|4|1125
Lahore|DHA Phase 6 - Block M, DHA Phase 6|74900000|5|6|4500
Lahore|Johar Town, Lahore|35000000|5|6|2700
Lahore|Bankers Avenue Cooperative Housing Society, Lahore|51000000|5|6|4050
Lahore|Bankers Avenue Cooperative Housing Society, Lahore|24500000|5|4|1800
Lahore|Askari 10 - Sector F, Askari 10|31500000|3|3|2250
Lahore|EME Society - Block E, EME Society|78000000|5|6|5400
Lahore|State Life Housing Society, Lahore|16800000|3|4|1125
Lahore|DHA Phase 6, DHA Defence|112500000|5|6|4500
Lahore|Central Park Housing Scheme, Lahore|27000000|5|6|2250
Lahore|Bahria Town - Jasmine Block, Bahria Town - Sector C|33000000|5|6|2250
Lahore|Bedian Road, Lahore|8350000|3|4|675
Lahore|Bahria Town - Talha Block, Bahria Town - Sector E|37000000|5|6|2250
Lahore|Askari 10 - Sector C, Askari 10|51500000|5|5|2250
Lahore|Bahria Town - Takbeer Block, Bahria Town - Sector B|58000000|5|6|4500
Lahore|DHA Phase 7, DHA Defence|69000000|5|6|4500
Lahore|DHA Phase 6, DHA Defence|75000000|5|6|4500
Lahore|DHA Phase 6 - Block D, DHA Phase 6|41000000|4|5|1575
Lahore|Canal Garden - Block A, Canal Garden|140000000|5|6|9000
Lahore|DHA Phase 3, DHA Defence|290000000|6|7|9000
Lahore|DHA Phase 5, DHA Defence|78000000|5|6|4500
Lahore|DHA 11 Rahbar Phase 2 Extension - Block P, DHA 11 Rahbar Phase 2 Extension|20000000|3|4|1125
Lahore|DHA Phase 7, DHA Defence|37000000|4|5|2250
Lahore|DHA 9 Town, DHA Defence|18800000|3|5|1125
Lahore|DHA Phase 6, DHA Defence|44000000|4|5|2250
Lahore|DHA Phase 7, DHA Defence|38000000|4|5|2250
Lahore|State Life Housing Society, Lahore|39000000|4|5|2250
Lahore|Allama Iqbal Town - Badar Block, Allama Iqbal Town|34000000|4|5|2250
Lahore|DHA Phase 7 - Block U, DHA Phase 7|75000000|5|6|4500
Lahore|State Life Phase 1 - Block G, State Life Housing Phase 1|40000000|4|5|2250
Lahore|Rehman Gardens, Lahore|16500000|3|3|2025
Lahore|DHA 9 Town - Block A, DHA 9 Town|27000000|3|5|1125
Lahore|DHA Phase 2, DHA Defence|55000000|6|7|4500
Lahore|Askari 10 - Sector C, Askari 10|78500000|5|5|4500
Lahore|Askari 10 - Sector F, Askari 10|67000000|4|4|3825
Lahore|Bedian Road, Lahore|8350000|3|4|675
Lahore|Askari 10 - Sector E, Askari 10|42000000|3|3|2250
Lahore|DHA Phase 6, DHA Defence|119000000|6|7|9000
Lahore|DHA Phase 6, DHA Defence|210000000|6|7|9000
Lahore|Raiwind Road, Lahore|8721000|1|1|675
Lahore|DHA 9 Town, DHA Defence|39900000|4|5|1800
Lahore|DHA Phase 7, DHA Defence|43000000|4|5|2250
Lahore|DHA Phase 6 - Block M, DHA Phase 6|75000000|5|6|4500
Lahore|DHA Phase 7, DHA Defence|77500000|5|6|4500
Lahore|DHA Phase 6, DHA Defence|74500000|5|6|4500
Lahore|DHA Phase 5 - Block K, DHA Phase 5|95500000|6|8|4500
Lahore|DHA Phase 7, DHA Defence|34800000|4|5|2250
Lahore|DHA Phase 6, DHA Defence|77500000|5|6|4500
Lahore|Bahria Town - Safari Villas, Bahria Town - Sector B|18000000|3|4|1800
Lahore|Bahria Town - Gulbahar Block, Bahria Town - Sector C|38500000|5|6|2250
Lahore|DHA Phase 7, DHA Defence|72500000|5|6|4500
Lahore|Johar Town, Lahore|25000000|5|5|1125
Lahore|Askari 11 - Sector A, Askari 11|39000000|3|4|2250
Lahore|Askari 11 - Sector A, Askari 11|39500000|3|4|2250
Lahore|DHA 9 Town - Block A, DHA 9 Town|26500000|3|4|1125
Lahore|Bahria Town, Lahore|24000000|4|5|1800
Lahore|New Lahore City, Lahore|14500000|4|3|1125
Lahore|DHA Phase 6, DHA Defence|96000000|5|6|4500
Lahore|Bedian Road, Lahore|10500000|2|3|900
Lahore|DHA Phase 8, DHA Defence|83500000|5|6|4500
Lahore|Bahria Town - Block CC, Bahria Town - Sector D|18000000|3|4|1125
Lahore|Wapda Town Phase 1 - Block E1, Wapda Town Phase 1|47500000|6|6|2250
Lahore|Johar Town Phase 1, Johar Town|45000000|5|6|2700
Lahore|LDA Avenue, Lahore|34500000|6|6|2250
Lahore|LDA Avenue, Lahore|34000000|6|6|2250
Lahore|Park View City - Jade Extension Block, Park View City|20000000|4|4|1125
Lahore|DHA Phase 5, DHA Defence|350000000|5|6|9000
Lahore|Bahria Town - Alamgir Block Extension, Bahria Town - Sector F|31000000|5|6|2250
Lahore|Bahria Town - Block EE, Bahria Town - Sector D|16000000|3|4|1125
Lahore|DHA Phase 5, DHA Defence|62500000|5|6|2250
Lahore|Bahria Town - Block AA, Bahria Town - Sector D|18000000|3|4|1125
Lahore|DHA 9 Town, DHA Defence|18500000|3|4|1125
Lahore|DHA Phase 5, DHA Defence|58000000|5|6|2250
Lahore|DHA Phase 6, DHA Defence|75000000|5|6|4500
Lahore|Valencia - Block F, Valencia Housing Society|41500000|6|7|2250
Lahore|Johar Town, Lahore|24500000|5|5|1125
Lahore|Johar Town, Lahore|39500000|5|5|2700
Lahore|Bahria Town - Sector E, Bahria Town|7000000|1|1|608
Lahore|Bahria Town - Sector E, Bahria Town|6200000|0|1|450
Lahore|Bahria Town - Block AA, Bahria Town - Sector D|18600000|3|4|1125
Lahore|Valencia Housing Society, Lahore|60000000|5|6|4500
Lahore|Paragon City, Lahore|47500000|5|6|2250
Lahore|Wapda Town Phase 1 - Block E1, Wapda Town Phase 1|47500000|6|6|2250
Lahore|Johar Town Phase 1, Johar Town|45000000|5|6|2700
Lahore|LDA Avenue, Lahore|34500000|6|6|2250
Lahore|LDA Avenue, Lahore|34000000|6|6|2250
Lahore|Johar Town, Lahore|40000000|6|0|2250
Lahore|Wapda Town, Lahore|35000000|6|6|2250
Lahore|Wapda Town Phase 1, Wapda Town|70000000|7|0|4500
Lahore|Jubilee Town, Lahore|17000000|5|6|1125
Lahore|State Life Housing Phase 1, State Life Housing Society|45000000|5|6|4500
Lahore|Military Accounts Housing Society, Lahore|23500000|5|6|1800
Lahore|DHA Phase 6 - Block F, DHA Phase 6|120000000|5|6|4500
Lahore|Central Park - Block G, Central Park Housing Scheme|29500000|5|6|2475
Lahore|Johar Town, Lahore|42500000|7|0|2250
Lahore|DHA 9 Town, DHA Defence|15000000|3|4|1125
Lahore|State Life Housing Society, Lahore|77500000|5|6|4500
Lahore|DHA 9 Town - Block A, DHA 9 Town|26000000|3|4|1125
Lahore|Formanites Housing Scheme, Lahore|17000000|3|5|1125
Lahore|DHA Phase 7, DHA Defence|59000000|5|6|4500
Lahore|Johar Town, Lahore|20500000|5|5|1125
Lahore|Johar Town, Lahore|20000000|5|5|1125
Lahore|DHA Phase 6 - Block L, DHA Phase 6|97000000|5|6|4500
Lahore|Paragon City - Imperial 1 Block, Paragon City|45000000|4|5|2250
Lahore|Paragon City - Orchard 1 Block, Paragon City|47500000|5|6|2250
Lahore|Paragon City - Imperial Block, Paragon City|150000000|6|7|9000
Lahore|Paragon City - Imperial Block, Paragon City|27000000|4|5|1800
Lahore|Jubilee Town, Lahore|17000000|5|6|1125
Lahore|Johar Town Phase 2, Johar Town|26500000|5|6|1125
Lahore|LDA Avenue, Lahore|55000000|6|6|4500
Lahore|Johar Town Phase 1, Johar Town|75000000|5|6|4500
Lahore|Wapda Town Phase 1, Wapda Town|65000000|7|6|4500
Lahore|DHA Phase 7, DHA Defence|95000000|5|6|4500
Lahore|Johar Town Phase 1, Johar Town|30000000|5|6|2250
Lahore|Wapda Town Phase 1, Wapda Town|32500000|4|5|2250
Lahore|Wapda Town, Lahore|67000000|6|7|4500
Lahore|Johar Town Phase 2, Johar Town|62500000|5|6|2700
Lahore|Wapda Town Phase 1, Wapda Town|75000000|5|6|4500
Lahore|Wapda Town Phase 1, Wapda Town|48000000|5|6|2250
Lahore|Johar Town Phase 1, Johar Town|32500000|5|6|2700
Lahore|DHA Phase 6, DHA Defence|71400000|5|6|5400
Lahore|Lake City - Sector M7 - Block A, Lake City - Sector M-7|30000000|4|4|1575
Lahore|Nasheman-e-Iqbal Phase 1, Nasheman-e-Iqbal|37000000|6|7|2250
Lahore|Gulberg 2, Gulberg|85000000|5|6|4500
Lahore|DHA Phase 5, DHA Defence|57000000|4|5|2250
Lahore|Johar Town, Lahore|18200000|5|5|1125
Lahore|Architects Engineers Housing Society, Lahore|45000000|5|5|4500
Lahore|Paragon City, Lahore|45000000|4|5|2250
Lahore|DHA Phase 8 - Ex Air Avenue, DHA Phase 8|52500000|4|5|2250
Lahore|Nasheman-e-Iqbal Phase 2, Nasheman-e-Iqbal|32500000|5|6|2250
Lahore|Nasheman-e-Iqbal Phase 2, Nasheman-e-Iqbal|30000000|5|6|2250
Lahore|Nasheman-e-Iqbal Phase 2, Nasheman-e-Iqbal|35500000|5|6|2250
Lahore|Nasheman-e-Iqbal Phase 1, Nasheman-e-Iqbal|42500000|6|6|2250
Lahore|Model Town - Block D, Model Town|140000000|5|6|9000
Lahore|DHA Phase 5, DHA Defence|49500000|4|5|2250
Lahore|Bahria Town - Sector C, Bahria Town|40000000|5|5|2250
Lahore|Bahria Town - Nargis Block, Bahria Town - Sector C|35000000|5|6|2250
Lahore|Bahria Town - Overseas B, Bahria Town - Overseas Enclave|43000000|5|5|2250
Lahore|Johar Town, Lahore|22500000|5|5|1125
Lahore|Johar Town, Lahore|23000000|5|5|1125
Lahore|Gulberg, Lahore|81900000|3|3|2812
Lahore|Gulberg, Lahore|39300000|1|1|1305
Lahore|DHA Phase 6, DHA Defence|350000000|6|7|9000
Lahore|Gulberg, Lahore|15000000|0|1|652
Lahore|Gulberg, Lahore|50000000|2|2|1935
Lahore|DHA 9 Town, DHA Defence|26500000|3|4|1125
Lahore|DHA Phase 7, DHA Defence|57900000|5|6|4500
Lahore|DHA 9 Town, DHA Defence|19000000|3|4|1125
Lahore|Bahria Town - Ghaznavi Block, Bahria Town - Sector F|46500000|6|6|2430
Lahore|DHA Phase 6, DHA Defence|350000000|5|6|9000
Lahore|Architects Engineers Housing Society, Lahore|46000000|5|5|4500
Lahore|Architects Engineers Housing Society, Lahore|48000000|5|5|4500
Lahore|PIA Housing Scheme, Lahore|55000000|5|6|3375
Lahore|PIA Housing Scheme, Lahore|52500000|5|6|3375
Lahore|DHA Phase 7 - Block W, DHA Phase 7|60000000|5|6|4500
Lahore|Raiwind Road, Lahore|7480000|1|1|450
Lahore|Shah Jamal, Lahore|25200000|1|1|1125
Lahore|SQ 99 Mall, Bahria Town Main Boulevard|8299000|1|1|630
Lahore|Johar Town, Lahore|23500000|5|5|1125
Lahore|Johar Town, Lahore|26500000|5|5|1125
Lahore|Bahria Town - Sector C, Bahria Town|100000000|5|5|4500
Lahore|DHA Phase 6, DHA Defence|87500000|5|6|4500
Lahore|DHA Phase 6, DHA Defence|85000000|5|6|4500
Lahore|DHA 9 Town, DHA Defence|18000000|3|4|1125
Lahore|Bahria Town - Overseas B, Bahria Town - Overseas Enclave|91500000|5|5|4500
Lahore|DHA Phase 5, DHA Defence|53500000|4|5|2250
Lahore|DHA Phase 5, DHA Defence|350000000|6|7|9000
Lahore|Wapda Town Phase 1 - Block F1, Wapda Town Phase 1|60000000|5|5|4500
Lahore|Askari 10 - Sector F, Askari 10|82500000|5|5|3825
Lahore|SJ Garden, Bedian Road|11000000|3|4|1125
Lahore|Pak Arab Housing Society, Lahore|14800000|4|4|900
Lahore|Pak Arab Housing Society, Lahore|17000000|3|5|1125
Lahore|Allama Iqbal Town, Lahore|38500000|5|5|2250
Lahore|DHA Phase 6 - Block D, DHA Phase 6|43000000|4|5|1575
Lahore|Bahria Town - Talha Block, Bahria Town - Sector E|4799000|1|1|338
Lahore|Architects Engineers Housing Society, Lahore|49000000|5|5|4500
Lahore|Architects Engineers Housing Society, Lahore|53000000|5|5|4500
Lahore|Beach Resort, Raiwind Road|7480000|1|1|450
Lahore|Nasheman-e-Iqbal Phase 1, Nasheman-e-Iqbal|32500000|5|6|2250
Lahore|UET Housing Society, Lahore|28500000|5|6|2250
Lahore|DHA 11 Rahbar, Lahore|26000000|4|4|1800
Lahore|Nasheman-e-Iqbal Phase 2, Nasheman-e-Iqbal|17500000|5|5|1125
Lahore|DHA Phase 6, DHA Defence|87500000|5|6|4500
Lahore|DHA Phase 6, DHA Defence|85000000|5|6|4500
Lahore|DHA 9 Town, DHA Defence|18000000|3|4|1125
Lahore|Bahria Town - Overseas B, Bahria Town - Overseas Enclave|91500000|5|5|4500
Lahore|Johar Town, Lahore|24000000|5|5|1125
Lahore|Johar Town, Lahore|25000000|5|5|1125
Lahore|DHA Phase 5 - Block H, DHA Phase 5|107500000|6|7|4500
Lahore|DHA Phase 6, DHA Defence|81500000|5|6|4500
Lahore|Askari 10 - Sector F, Askari 10|70000000|4|4|3825
Lahore|DHA Phase 6, DHA Defence|217500000|6|7|9000
Lahore|Askari 10 - Sector F, Askari 10|45500000|4|5|3038
Lahore|DHA Phase 6, DHA Defence|73500000|5|6|4500
Lahore|Lake City, Raiwind Road|195000000|6|8|9000
Lahore|DHA Phase 6 - Block K, DHA Phase 6|113000000|5|6|4500
Lahore|SA Gardens Phase 2, SA Gardens|17500000|5|5|1800
Lahore|Park View City - Tulip Block, Park View City|17000000|3|3|1125
Lahore|Park View City - Tulip Overseas, Park View City|16200000|4|5|1125
Lahore|Park View City - Tulip Block, Park View City|23000000|4|5|1350
Lahore|DHA 11 Rahbar Phase 2 - Block L, DHA 11 Rahbar Phase 2|23000000|3|4|1125
Lahore|Johar Town, Lahore|18500000|5|5|1125
Lahore|DHA 11 Rahbar, Lahore|17000000|3|4|1125
Lahore|Lake City - Sector M-5, Lake City|37000000|5|6|2250
Lahore|OLC - Block B, Overseas Low Cost|15000000|3|4|1125
Lahore|Low Cost - Block C, Low Cost Sector|21800000|3|5|1800
Lahore|Low Cost - Block C, Low Cost Sector|23000000|5|6|1800
Lahore|DHA Phase 7, DHA Defence|80000000|5|6|4500
Lahore|Gulshan-e-Lahore, Lahore|21000000|5|5|1125
Lahore|Gulshan-e-Lahore, Lahore|20500000|5|5|1125
Lahore|Gulshan-e-Lahore, Lahore|20000000|5|5|1125
Lahore|Gulshan-e-Lahore, Lahore|19500000|5|5|1125
Lahore|DHA Phase 7, DHA Defence|79000000|5|6|4500
Lahore|Gulshan-e-Lahore, Lahore|19000000|5|5|1125
Lahore|DHA Phase 6, DHA Defence|75000000|5|6|4500
Lahore|Askari 11, Askari|26500000|3|3|2250
Lahore|Johar Town Phase 1, Johar Town|75000000|5|6|4500
Lahore|DHA Phase 6, DHA Defence|209000000|6|7|9000
Lahore|Bankers Co-operative Housing Society, Lahore|20000000|3|4|1125
Lahore|State Life Phase 1 - Block F, State Life Housing Phase 1|35000000|4|5|2250
Lahore|Park View City - Tulip Block, Park View City|15500000|4|4|1125
Lahore|DHA 9 Town, DHA Defence|19000000|3|4|1125
Lahore|DHA Phase 7, DHA Defence|51200000|5|6|4500
Lahore|Formanities Housing Scheme - Block LL, Formanites Housing Scheme|15000000|3|4|1125
Lahore|Formanities Housing Scheme - Block LL, Formanites Housing Scheme|17000000|3|4|1125
Lahore|PIA Housing Scheme, Lahore|36000000|5|5|2250
Lahore|Johar Town, Lahore|19000000|5|5|1125
Lahore|DHA 9 Town, DHA Defence|18500000|3|4|1125
Lahore|AWT Phase 2 - Block C, AWT Phase 2|8500000|3|3|675
Lahore|DHA 9 Town, DHA Defence|17700000|3|5|1125
Lahore|DHA 9 Town, DHA Defence|20000000|3|5|1125
Lahore|DHA Phase 8, DHA Defence|48500000|4|5|2250
Lahore|Gulshan-e-Lahore, Lahore|20000000|5|5|1125
Lahore|Gulshan-e-Lahore, Lahore|19500000|5|5|1125
Lahore|DHA Phase 7, DHA Defence|79000000|5|6|4500
Lahore|Gulshan-e-Lahore, Lahore|19000000|5|5|1125
Lahore|DHA Phase 6, DHA Defence|75000000|5|6|4500
Lahore|Johar Town, Lahore|29000000|5|5|1125
Lahore|Johar Town, Lahore|29500000|5|5|1125
Lahore|Gulshan-e-Lahore, Lahore|21500000|5|5|1125
Lahore|DHA Phase 6, DHA Defence|450000000|6|7|9000
Lahore|DHA Phase 6 - Block E, DHA Phase 6|110000000|5|6|4500
Lahore|Allama Iqbal Town - Badar Block, Allama Iqbal Town|35000000|4|5|2250
Lahore|Askari 10 - Sector F, Askari 10|96000000|5|6|3825
Lahore|DHA Phase 6 - Block L, DHA Phase 6|99500000|5|6|4500
Lahore|State Life Phase 1 - Block B, State Life Housing Phase 1|43000000|5|6|4500
Lahore|Bankers Housing Society - Block B, Bankers Co-operative Housing Society|21000000|3|4|1462
Lahore|Paragon City, Lahore|31000000|4|5|1575
Lahore|Bahria Town - Overseas Enclave, Bahria Town|29000000|5|6|2250
Lahore|Bankers Town, Lahore|36000000|4|5|2250
Lahore|PIA Housing Scheme, Lahore|37000000|5|5|2250
Lahore|Johar Town Phase 2, Johar Town|27000000|3|4|1462
Lahore|DHA Phase 7, DHA Defence|77500000|5|6|4500
Lahore|DHA Phase 6, DHA Defence|101500000|5|6|4500
Lahore|DHA Phase 6, DHA Defence|55000000|5|6|2250
Lahore|DHA Phase 1, DHA Defence|39500000|4|5|2250
Lahore|DHA Phase 2, DHA Defence|35000000|4|5|2250
Lahore|Rustam Park, Lahore|26000000|5|4|2475
Lahore|DHA 9 Town, DHA Defence|19000000|3|4|1125
Lahore|DHA Phase 3 - Block X, DHA Phase 3|58000000|5|5|4500
Lahore|Lake City, Raiwind Road|8500000|3|3|675
Lahore|DHA Phase 6 - Block D, DHA Phase 6|97500000|5|5|4500
Lahore|DHA Phase 9 Prism - Block A, DHA Phase 9 Prism|28000000|3|3|1125
Lahore|DHA Phase 4, DHA Defence|52500000|5|6|4500
Lahore|DHA Phase 9 Prism - Block A, DHA Phase 9 Prism|29500000|5|4|1125
Lahore|DHA Phase 7 - Block X, DHA Phase 7|64000000|5|6|4500
Lahore|Bedian Road, Lahore|7900000|2|2|855
Lahore|Park Avenue Housing Scheme, Lahore|3744000|0|1|292
Lahore|DHA Phase 8 - Ex Air Avenue, DHA Phase 8|52000000|4|5|2475
Lahore|DHA Phase 7, DHA Defence|68500000|5|6|4500
Lahore|Cantt, Lahore|49000000|4|4|2250
Lahore|DHA Phase 6, DHA Defence|78000000|5|6|4500
Lahore|DHA Phase 8, DHA Defence|45500000|4|5|2250
Lahore|Dream Gardens Phase 2, Dream Gardens|40000000|6|6|2250
Lahore|Askari 11 - Sector B, Askari 11|38000000|3|4|2250
Lahore|Johar Town Phase 2, Johar Town|27000000|5|5|1125
Lahore|Johar Town, Lahore|22500000|5|5|1125
Lahore|Canal Valley, Main Canal Bank Road|17500000|3|3|1125
Lahore|DHA Phase 1, DHA Defence|49000000|4|5|2250
Lahore|DHA Phase 3, DHA Defence|67500000|5|6|2250
Lahore|DHA 9 Town, DHA Defence|38500000|3|4|1800
Lahore|DHA 9 Town, DHA Defence|17500000|3|4|1125
Lahore|DHA Phase 6 - Block D, DHA Phase 6|97500000|5|5|4500
Lahore|DHA Phase 9 Prism - Block A, DHA Phase 9 Prism|28000000|3|3|1125
Lahore|DHA Phase 4, DHA Defence|52500000|5|6|4500
Lahore|DHA Phase 9 Prism - Block A, DHA Phase 9 Prism|29500000|5|4|1125
Lahore|Bahria Town - Chambelli Block, Bahria Town - Sector C|33000000|5|6|2250
Lahore|Palm City - Block A, Palm City|17500000|3|3|1125
Lahore|DHA 9 Town - Block A, DHA 9 Town|26000000|3|3|1125
Lahore|Paragon City, Lahore|23000000|3|4|1125
Lahore|Park Avenue Housing Scheme, Lahore|6290000|2|2|1125
Lahore|Gulberg, Lahore|40300000|3|3|1755
Lahore|Bedian Road, Lahore|50000000|2|3|18000
Lahore|Bedian Road, Lahore|7800000|3|4|675
Lahore|Bedian Road, Lahore|12000000|1|1|18000
Lahore|DHA Phase 7, DHA Defence|85000000|5|6|4500
Lahore|Bahria Town - Takbeer Block, Bahria Town - Sector B|41000000|3|4|2250
Lahore|Valencia Housing Society, Lahore|46500000|7|8|4500
Lahore|Bahria Orchard Phase 4, Bahria Orchard|6250000|1|1|495
Lahore|Bahria Town - Rafi Block, Bahria Town - Sector E|13000000|2|2|1058
Lahore|Johar Town, Lahore|23000000|5|5|1125
Lahore|Johar Town, Lahore|23500000|5|5|1125
Lahore|DHA Phase 8, DHA Defence|47500000|4|5|2250
Lahore|Johar Town Phase 2, Johar Town|25000000|5|6|1125
Lahore|DHA Phase 6, DHA Defence|41000000|3|4|1575
Lahore|DHA Phase 6, DHA Defence|42000000|4|5|2250
Lahore|DHA Phase 6, DHA Defence|41500000|3|4|1575
Lahore|Bahria Town - Janiper Block, Bahria Town - Sector C|44000000|5|5|2250
Lahore|Lake City, Raiwind Road|8500000|3|3|675
Lahore|Sui Gas Housing Society, Lahore|65000000|5|5|4500
Lahore|Johar Town Phase 2, Johar Town|29500000|5|6|1125
Lahore|Architects Engineers Housing Society, Lahore|37500000|5|6|2250
Lahore|Johar Town, Lahore|27500000|5|6|1125
Lahore|Bahria Town - Janiper Block, Bahria Town - Sector C|35000000|5|6|2250
Lahore|Wapda Town Phase 2, Wapda Town|40000000|5|6|2250
Lahore|Park View City - Tulip Extension Block, Park View City|30000000|5|5|2250
Lahore|DHA Phase 6 - Block K, DHA Phase 6|370000000|6|7|9000
Lahore|Lake City - Sector M-7, Lake City|22500000|4|5|1125
Lahore|DHA Phase 7, DHA Defence|64900000|5|6|4500
Lahore|DHA Phase 6, DHA Defence|72900000|5|6|4500
Lahore|Zaitoon Villas, New Lahore City - Block D|10500000|3|4|1125
Lahore|Bahria Town - Sector E, Bahria Town|5000000|1|1|450
Lahore|Bahria Orchard Phase 1 - Eastern, Bahria Orchard Phase 1|18200000|3|3|1192
Lahore|DHA Phase 6, DHA Defence|350000000|5|6|9000
Lahore|DHA Phase 6, DHA Defence|310000000|5|6|9000
Lahore|Johar Town, Lahore|26000000|5|5|1125
Lahore|Architects Engineers Housing Society, Lahore|33000000|5|5|2250
Lahore|DHA 9 Town, DHA Defence|16500000|3|4|1125
Lahore|DHA 9 Town, DHA Defence|18500000|3|5|1125
Lahore|DHA 9 Town, DHA Defence|18000000|3|5|1125
Lahore|DHA Phase 6, DHA Defence|48000000|4|5|2250
Lahore|DHA Phase 6, DHA Defence|45500000|4|5|2250
Lahore|DHA 11 Rahbar Phase 2 - Block L, DHA 11 Rahbar Phase 2|20000000|3|4|1125
Lahore|Johar Town, Lahore|52500000|5|6|3150
Lahore|Johar Town Phase 2, Johar Town|28000000|5|6|1125
Lahore|DHA 9 Town, DHA Defence|18500000|3|4|1125
Lahore|DHA Phase 3, DHA Defence|39000000|4|5|2250
Lahore|DHA Phase 5, DHA Defence|68500000|4|5|2250
Lahore|Johar Town, Lahore|27000000|5|6|1125
Lahore|Bahria Town - Janiper Block, Bahria Town - Sector C|30000000|5|6|2250
Lahore|Bahria Town - Iqbal Block, Bahria Town - Sector E|6700000|1|1|540
Lahore|DHA Phase 6, DHA Defence|60000000|4|5|2250
Lahore|Gulberg, Lahore|59000000|2|2|1935
Lahore|Bedian Road, Lahore|7900000|2|2|855
Lahore|DHA Phase 6, DHA Defence|190000000|6|7|4500
Lahore|Bahria Town - Jinnah Block, Bahria Town - Sector E|17500000|3|5|1125
